"item","BA S/E DON GOYO 220KV BP2","BA S/E NUEVA PAN DE AZUCAR 220KV BPA","addValue"
"2023-10-01 03","73.70","73.53",""
"2023-10-01 04","15.92","15.88",""
"2023-10-01 05","0.00","0.00",""
"2023-10-01 06","0.00","0.00",""
"2023-10-01 07","0.00","0.00",""
"2023-10-01 08","5.96","5.95",""
"2023-10-01 09","0.00","0.00",""
"2023-10-01 10","62.54","62.77",""
"2023-10-01 11","99.21","99.58",""
"2023-10-01 12","106.02","106.42",""
"2023-10-01 13","106.02","106.42",""
"2023-10-01 14","106.02","106.42",""
"2023-10-01 15","106.02","106.42",""
"2023-10-01 16","106.02","106.42",""
"2023-10-01 17","106.05","106.45",""
"2023-10-01 18","126.20","126.67",""
"2023-10-01 19","146.09","145.78",""
"2023-10-01 20","146.09","145.78",""
"2023-10-01 21","210.76","210.31",""
"2023-10-01 22","246.77","246.25",""
"2023-10-01 23","175.08","174.71",""
"2023-10-01 24","108.57","108.34",""
"2023-10-02 01","100.34","100.87",""
"2023-10-02 02","89.16","89.64",""
"2023-10-02 03","72.12","72.50",""
"2023-10-02 04","70.14","70.51",""
"2023-10-02 05","74.11","74.51",""
"2023-10-02 06","74.55","74.95",""
"2023-10-02 07","149.23","150.03",""
"2023-10-02 08","156.19","157.02",""
"2023-10-02 09","54.26","55.23",""
"2023-10-02 10","44.08","44.87",""
"2023-10-02 11","44.08","44.87",""
"2023-10-02 12","44.08","44.87",""
"2023-10-02 13","8.67","8.82",""
"2023-10-02 14","0.00","0.00",""
"2023-10-02 15","0.00","0.00",""
"2023-10-02 16","0.00","0.00",""
"2023-10-02 17","0.00","0.00",""
"2023-10-02 18","0.00","0.00",""
"2023-10-02 19","10.14","10.42",""
"2023-10-02 20","89.65","92.09",""
"2023-10-02 21","107.62","110.54",""
"2023-10-02 22","139.13","142.92",""
"2023-10-02 23","117.33","120.52",""
"2023-10-02 24","84.45","86.75",""
"2023-10-03 01","65.78","67.00",""
"2023-10-03 02","57.65","58.72",""
"2023-10-03 03","61.36","62.50",""
"2023-10-03 04","66.51","67.74",""
"2023-10-03 05","65.19","66.39",""
"2023-10-03 06","64.35","65.53",""
"2023-10-03 07","82.04","83.56",""
"2023-10-03 08","89.24","90.89",""
"2023-10-03 09","69.22","71.04",""
"2023-10-03 10","66.61","68.36",""
"2023-10-03 11","48.48","49.77",""
"2023-10-03 12","33.57","34.46",""
"2023-10-03 13","0.00","0.00",""
"2023-10-03 14","0.00","0.00",""
"2023-10-03 15","0.00","0.00",""
"2023-10-03 16","0.00","0.00",""
"2023-10-03 17","0.00","0.00",""
"2023-10-03 18","0.00","0.00",""
"2023-10-03 19","0.00","0.00",""
"2023-10-03 20","42.67","43.95",""
"2023-10-03 21","79.43","81.81",""
"2023-10-03 22","69.54","71.62",""
"2023-10-03 23","65.49","67.44",""
"2023-10-03 24","56.96","58.67",""
"2023-10-04 01","55.28","56.54",""
"2023-10-04 02","25.80","26.39",""
"2023-10-04 03","0.00","0.00",""
"2023-10-04 04","0.00","0.00",""
"2023-10-04 05","0.00","0.00",""
"2023-10-04 06","64.11","65.58",""
"2023-10-04 07","69.47","71.07",""
"2023-10-04 08","80.81","82.66",""
"2023-10-04 09","0.00","0.00",""
"2023-10-04 10","0.00","0.00",""
"2023-10-04 11","0.00","0.00",""
"2023-10-04 12","0.00","0.00",""
"2023-10-04 13","0.00","0.00",""
"2023-10-04 14","0.00","0.00",""
"2023-10-04 15","0.00","0.00",""
"2023-10-04 16","0.00","0.00",""
"2023-10-04 17","0.00","0.00",""
"2023-10-04 18","0.00","0.00",""
"2023-10-04 19","0.00","0.00",""
"2023-10-04 20","60.87","62.49",""
"2023-10-04 21","76.27","78.31",""
"2023-10-04 22","69.53","71.39",""
"2023-10-04 23","69.53","71.39",""
"2023-10-04 24","65.27","67.02",""
"2023-10-05 01","60.51","61.66",""
"2023-10-05 02","60.88","62.03",""
"2023-10-05 03","58.98","60.10",""
"2023-10-05 04","58.98","60.10",""
"2023-10-05 05","60.51","61.66",""
"2023-10-05 06","62.14","63.32",""
"2023-10-05 07","74.84","76.26",""
"2023-10-05 08","82.10","83.66",""
"2023-10-05 09","9.85","10.05",""
"2023-10-05 10","0.00","0.00",""
"2023-10-05 11","0.00","0.00",""
"2023-10-05 12","0.00","0.00",""
"2023-10-05 13","0.00","0.00",""
"2023-10-05 14","0.00","0.00",""
"2023-10-05 15","0.00","0.00",""
"2023-10-05 16","0.00","0.00",""
"2023-10-05 17","0.00","0.00",""
"2023-10-05 18","0.00","0.00",""
"2023-10-05 19","0.00","0.00",""
"2023-10-05 20","55.90","57.19",""
"2023-10-05 21","74.63","76.34",""
"2023-10-05 22","79.03","80.85",""
"2023-10-05 23","97.86","100.11",""
"2023-10-05 24","102.09","104.43",""
"2023-10-06 01","99.76","101.86",""
"2023-10-06 02","93.85","95.82",""
"2023-10-06 03","72.48","74.00",""
"2023-10-06 04","69.04","70.49",""
"2023-10-06 05","69.04","70.49",""
"2023-10-06 06","90.03","91.93",""
"2023-10-06 07","103.22","105.39",""
"2023-10-06 08","95.65","97.66",""
"2023-10-06 09","69.81","70.92",""
"2023-10-06 10","70.61","71.74",""
"2023-10-06 11","58.22","59.16",""
"2023-10-06 12","14.20","14.42",""
"2023-10-06 13","6.86","6.97",""
"2023-10-06 14","0.00","0.00",""
"2023-10-06 15","0.00","0.00",""
"2023-10-06 16","0.00","0.00",""
"2023-10-06 17","0.00","0.00",""
"2023-10-06 18","0.00","0.00",""
"2023-10-06 19","0.00","0.00",""
"2023-10-06 20","71.94","75.07",""
"2023-10-06 21","95.35","99.50",""
"2023-10-06 22","97.64","101.89",""
"2023-10-06 23","78.92","82.35",""
"2023-10-06 24","97.16","101.39",""
"2023-10-07 01","81.55","84.01",""
"2023-10-07 02","68.52","70.59",""
"2023-10-07 03","67.17","69.20",""
"2023-10-07 04","64.66","66.62",""
"2023-10-07 05","64.66","66.62",""
"2023-10-07 06","59.96","61.78",""
"2023-10-07 07","66.20","68.21",""
"2023-10-07 08","48.92","50.39",""
"2023-10-07 09","0.00","0.00",""
"2023-10-07 10","0.00","0.00",""
"2023-10-07 11","0.00","0.00",""
"2023-10-07 12","0.00","0.00",""
"2023-10-07 13","0.00","0.00",""
"2023-10-07 14","0.00","0.00",""
"2023-10-07 15","0.00","0.00",""
"2023-10-07 16","0.00","0.00",""
"2023-10-07 17","0.00","0.00",""
"2023-10-07 18","0.00","0.00",""
"2023-10-07 19","0.00","0.00",""
"2023-10-07 20","34.31","36.03",""
"2023-10-07 21","68.61","72.05",""
"2023-10-07 22","68.61","72.05",""
"2023-10-07 23","68.61","72.05",""
"2023-10-07 24","78.86","82.81",""
"2023-10-08 01","86.19","89.08",""
"2023-10-08 02","86.19","89.08",""
"2023-10-08 03","67.16","69.41",""
"2023-10-08 04","80.34","83.03",""
"2023-10-08 05","77.16","79.75",""
"2023-10-08 06","64.45","66.61",""
"2023-10-08 07","64.52","66.68",""
"2023-10-08 08","43.01","44.45",""
"2023-10-08 09","0.00","0.00",""
"2023-10-08 10","0.00","0.00",""
"2023-10-08 11","0.00","0.00",""
"2023-10-08 12","0.00","0.00",""
"2023-10-08 13","0.00","0.00",""
"2023-10-08 14","0.00","0.00",""
"2023-10-08 15","0.00","0.00",""
"2023-10-08 16","0.00","0.00",""
"2023-10-08 17","0.00","0.00",""
"2023-10-08 18","0.00","0.00",""
"2023-10-08 19","0.00","0.00",""
"2023-10-08 20","55.16","57.25",""
"2023-10-08 21","77.30","80.22",""
"2023-10-08 22","66.20","68.70",""
"2023-10-08 23","66.20","68.70",""
"2023-10-08 24","66.20","68.70",""
"2023-10-09 01","68.86","70.32",""
"2023-10-09 02","67.18","68.60",""
"2023-10-09 03","66.76","68.17",""
"2023-10-09 04","71.86","73.39",""
"2023-10-09 05","68.86","70.32",""
"2023-10-09 06","68.86","70.32",""
"2023-10-09 07","68.86","70.32",""
"2023-10-09 08","47.38","48.39",""
"2023-10-09 09","0.00","0.00",""
"2023-10-09 10","0.00","0.00",""
"2023-10-09 11","0.00","0.00",""
"2023-10-09 12","0.00","0.00",""
"2023-10-09 13","0.00","0.00",""
"2023-10-09 14","0.00","0.00",""
"2023-10-09 15","0.00","0.00",""
"2023-10-09 16","0.00","0.00",""
"2023-10-09 17","0.00","0.00",""
"2023-10-09 18","0.00","0.00",""
"2023-10-09 19","11.38","11.57",""
"2023-10-09 20","83.27","84.71",""
"2023-10-09 21","86.73","88.23",""
"2023-10-09 22","99.12","100.83",""
"2023-10-09 23","99.51","101.23",""
"2023-10-09 24","86.73","88.23",""
"2023-10-10 01","82.04","83.78",""
"2023-10-10 02","82.04","83.78",""
"2023-10-10 03","82.04","83.78",""
"2023-10-10 04","81.10","82.82",""
"2023-10-10 05","80.73","82.44",""
"2023-10-10 06","81.10","82.82",""
"2023-10-10 07","89.91","91.81",""
"2023-10-10 08","95.22","97.24",""
"2023-10-10 09","0.00","0.00",""
"2023-10-10 10","0.00","0.00",""
"2023-10-10 11","0.00","0.00",""
"2023-10-10 12","0.00","0.00",""
"2023-10-10 13","0.00","0.00",""
"2023-10-10 14","0.00","0.00",""
"2023-10-10 15","0.00","0.00",""
"2023-10-10 16","0.00","0.00",""
"2023-10-10 17","0.00","0.00",""
"2023-10-10 18","0.00","0.00",""
"2023-10-10 19","10.87","11.30",""
"2023-10-10 20","67.98","70.67",""
"2023-10-10 21","68.72","71.44",""
"2023-10-10 22","65.59","68.18",""
"2023-10-10 23","65.63","68.22",""
"2023-10-10 24","73.84","76.76",""
"2023-10-11 01","64.07","66.67",""
"2023-10-11 02","59.95","62.39",""
"2023-10-11 03","58.05","60.41",""
"2023-10-11 04","56.95","59.27",""
"2023-10-11 05","56.95","59.27",""
"2023-10-11 06","65.62","68.29",""
"2023-10-11 07","70.74","73.62",""
"2023-10-11 08","41.27","42.95",""
"2023-10-11 09","0.00","0.00",""
"2023-10-11 10","0.00","0.00",""
"2023-10-11 11","0.00","0.00",""
"2023-10-11 12","0.00","0.00",""
"2023-10-11 13","0.00","0.00",""
"2023-10-11 14","0.00","0.00",""
"2023-10-11 15","0.00","0.00",""
"2023-10-11 16","0.00","0.00",""
"2023-10-11 17","0.00","0.00",""
"2023-10-11 18","0.00","0.00",""
"2023-10-11 19","0.00","0.00",""
"2023-10-11 20","49.89","51.86",""
"2023-10-11 21","69.61","72.36",""
"2023-10-11 22","69.61","72.36",""
"2023-10-11 23","66.27","68.89",""
"2023-10-11 24","64.63","67.18",""
"2023-10-12 01","59.02","61.29",""
"2023-10-12 02","59.02","61.29",""
"2023-10-12 03","58.44","60.69",""
"2023-10-12 04","58.44","60.69",""
"2023-10-12 05","58.44","60.69",""
"2023-10-12 06","63.49","65.93",""
"2023-10-12 07","59.89","62.20",""
"2023-10-12 08","0.00","0.00",""
"2023-10-12 09","0.00","0.00",""
"2023-10-12 10","0.00","0.00",""
"2023-10-12 11","0.00","0.00",""
"2023-10-12 12","0.00","0.00",""
"2023-10-12 13","0.00","0.00",""
"2023-10-12 14","0.00","0.00",""
"2023-10-12 15","0.00","0.00",""
"2023-10-12 16","0.00","0.00",""
"2023-10-12 17","0.00","0.00",""
"2023-10-12 18","0.00","0.00",""
"2023-10-12 19","0.00","0.00",""
"2023-10-12 20","78.69","81.85",""
"2023-10-12 21","89.97","93.58",""
"2023-10-12 22","89.97","93.58",""
"2023-10-12 23","82.98","86.31",""
"2023-10-12 24","68.13","70.86",""
"2023-10-13 01","71.24","72.90",""
"2023-10-13 02","61.68","63.12",""
"2023-10-13 03","61.79","63.24",""
"2023-10-13 04","64.44","65.94",""
"2023-10-13 05","64.44","65.94",""
"2023-10-13 06","64.44","65.94",""
"2023-10-13 07","68.28","69.87",""
"2023-10-13 08","39.44","40.35",""
"2023-10-13 09","0.00","0.00",""
"2023-10-13 10","0.00","0.00",""
"2023-10-13 11","0.00","0.00",""
"2023-10-13 12","0.00","0.00",""
"2023-10-13 13","0.00","0.00",""
"2023-10-13 14","0.00","0.00",""
"2023-10-13 15","0.00","0.00",""
"2023-10-13 16","0.00","0.00",""
"2023-10-13 17","0.00","0.00",""
"2023-10-13 18","0.00","0.00",""
"2023-10-13 19","0.00","0.00",""
"2023-10-13 20","61.88","63.71",""
"2023-10-13 21","64.66","66.57",""
"2023-10-13 22","66.60","68.57",""
"2023-10-13 23","72.33","74.48",""
"2023-10-13 24","74.58","76.79",""
"2023-10-14 01","73.58","74.84",""
"2023-10-14 02","73.58","74.84",""
"2023-10-14 03","71.27","72.49",""
"2023-10-14 04","71.19","72.41",""
"2023-10-14 05","71.19","72.41",""
"2023-10-14 06","71.19","72.41",""
"2023-10-14 07","71.19","72.41",""
"2023-10-14 08","49.65","50.50",""
"2023-10-14 09","0.00","0.00",""
"2023-10-14 10","0.00","0.00",""
"2023-10-14 11","0.00","0.00",""
"2023-10-14 12","0.00","0.00",""
"2023-10-14 13","0.00","0.00",""
"2023-10-14 14","0.00","0.00",""
"2023-10-14 15","0.00","0.00",""
"2023-10-14 16","0.00","0.00",""
"2023-10-14 17","0.00","0.00",""
"2023-10-14 18","0.00","0.00",""
"2023-10-14 19","0.65","0.67",""
"2023-10-14 20","75.60","78.12",""
"2023-10-14 21","74.83","77.33",""
"2023-10-14 22","68.41","70.69",""
"2023-10-14 23","67.12","69.36",""
"2023-10-14 24","67.10","69.34",""
"2023-10-15 01","61.76","64.02",""
"2023-10-15 02","61.76","64.02",""
"2023-10-15 03","61.25","63.49",""
"2023-10-15 04","59.58","61.76",""
"2023-10-15 05","59.58","61.76",""
"2023-10-15 06","59.58","61.76",""
"2023-10-15 07","56.64","58.72",""
"2023-10-15 08","29.34","30.41",""
"2023-10-15 09","0.00","0.00",""
"2023-10-15 10","0.00","0.00",""
"2023-10-15 11","0.00","0.00",""
"2023-10-15 12","0.00","0.00",""
"2023-10-15 13","0.00","0.00",""
"2023-10-15 14","0.00","0.00",""
"2023-10-15 15","0.00","0.00",""
"2023-10-15 16","0.00","0.00",""
"2023-10-15 17","0.00","0.00",""
"2023-10-15 18","0.00","0.00",""
"2023-10-15 19","0.00","0.00",""
"2023-10-15 20","0.00","0.00",""
"2023-10-15 21","65.89","69.06",""
"2023-10-15 22","65.89","69.06",""
"2023-10-15 23","66.31","69.49",""
"2023-10-15 24","73.39","76.92",""
"2023-10-16 01","58.50","61.31",""
"2023-10-16 02","58.50","61.31",""
"2023-10-16 03","58.50","61.31",""
"2023-10-16 04","58.50","61.31",""
"2023-10-16 05","59.65","62.51",""
"2023-10-16 06","65.66","68.82",""
"2023-10-16 07","74.38","77.95",""
"2023-10-16 08","62.70","65.70",""
"2023-10-16 09","7.37","7.62",""
"2023-10-16 10","0.00","0.00",""
"2023-10-16 11","0.00","0.00",""
"2023-10-16 12","0.00","0.00",""
"2023-10-16 13","0.00","0.00",""
"2023-10-16 14","0.00","0.00",""
"2023-10-16 15","0.00","0.00",""
"2023-10-16 16","0.00","0.00",""
"2023-10-16 17","0.00","0.00",""
"2023-10-16 18","0.00","0.00",""
"2023-10-16 19","8.76","9.19",""
"2023-10-16 20","71.66","75.18",""
"2023-10-16 21","73.83","77.46",""
"2023-10-16 22","73.83","77.46",""
"2023-10-16 23","64.85","68.05",""
"2023-10-16 24","59.55","62.48",""
"2023-10-17 01","61.45","62.51",""
"2023-10-17 02","61.45","62.51",""
"2023-10-17 03","61.39","62.45",""
"2023-10-17 04","63.59","64.69",""
"2023-10-17 05","66.42","67.58",""
"2023-10-17 06","68.94","70.14",""
"2023-10-17 07","74.39","75.68",""
"2023-10-17 08","56.44","57.42",""
"2023-10-17 09","0.02","0.02",""
"2023-10-17 10","0.00","0.00",""
"2023-10-17 11","0.00","0.00",""
"2023-10-17 12","0.00","0.00",""
"2023-10-17 13","0.00","0.00",""
"2023-10-17 14","0.00","0.00",""
"2023-10-17 15","0.00","0.00",""
"2023-10-17 16","0.00","0.00",""
"2023-10-17 17","0.00","0.00",""
"2023-10-17 18","0.00","0.00",""
"2023-10-17 19","47.94","48.22",""
"2023-10-17 20","99.09","99.66",""
"2023-10-17 21","117.55","118.23",""
"2023-10-17 22","109.76","110.39",""
"2023-10-17 23","70.68","71.10",""
"2023-10-17 24","68.07","68.46",""
"2023-10-18 01","63.42","64.48",""
"2023-10-18 02","61.89","62.93",""
"2023-10-18 03","61.89","62.93",""
"2023-10-18 04","66.01","67.11",""
"2023-10-18 05","67.51","68.64",""
"2023-10-18 06","70.32","71.50",""
"2023-10-18 07","73.33","74.56",""
"2023-10-18 08","57.99","58.97",""
"2023-10-18 09","0.08","0.08",""
"2023-10-18 10","0.00","0.00",""
"2023-10-18 11","0.00","0.00",""
"2023-10-18 12","0.00","0.00",""
"2023-10-18 13","0.00","0.00",""
"2023-10-18 14","0.00","0.00",""
"2023-10-18 15","0.00","0.00",""
"2023-10-18 16","0.00","0.00",""
"2023-10-18 17","0.00","0.00",""
"2023-10-18 18","0.00","0.00",""
"2023-10-18 19","0.00","0.00",""
"2023-10-18 20","40.24","41.70",""
"2023-10-18 21","68.98","71.49",""
"2023-10-18 22","68.98","71.49",""
"2023-10-18 23","63.62","65.94",""
"2023-10-18 24","60.91","63.13",""
"2023-10-19 01","56.08","57.80",""
"2023-10-19 02","56.08","57.80",""
"2023-10-19 03","56.08","57.80",""
"2023-10-19 04","56.08","57.80",""
"2023-10-19 05","56.08","57.80",""
"2023-10-19 06","61.33","63.21",""
"2023-10-19 07","66.67","68.71",""
"2023-10-19 08","51.08","52.65",""
"2023-10-19 09","0.00","0.00",""
"2023-10-19 10","0.00","0.00",""
"2023-10-19 11","0.00","0.00",""
"2023-10-19 12","0.00","0.00",""
"2023-10-19 13","0.00","0.00",""
"2023-10-19 14","0.00","0.00",""
"2023-10-19 15","0.00","0.00",""
"2023-10-19 16","0.00","0.00",""
"2023-10-19 17","0.00","0.00",""
"2023-10-19 18","0.00","0.00",""
"2023-10-19 19","0.00","0.00",""
"2023-10-19 20","57.73","58.59",""
"2023-10-19 21","75.30","76.42",""
"2023-10-19 22","73.61","74.70",""
"2023-10-19 23","66.85","67.84",""
"2023-10-19 24","68.36","69.37",""
"2023-10-20 01","68.22","68.68",""
"2023-10-20 02","59.49","59.89",""
"2023-10-20 03","59.49","59.89",""
"2023-10-20 04","59.49","59.89",""
"2023-10-20 05","66.49","66.93",""
"2023-10-20 06","62.13","62.54",""
"2023-10-20 07","73.83","74.32",""
"2023-10-20 08","46.07","46.37",""
"2023-10-20 09","0.00","0.00",""
"2023-10-20 10","0.00","0.00",""
"2023-10-20 11","0.00","0.00",""
"2023-10-20 12","0.00","0.00",""
"2023-10-20 13","0.00","0.00",""
"2023-10-20 14","0.00","0.00",""
"2023-10-20 15","0.00","0.00",""
"2023-10-20 16","0.00","0.00",""
"2023-10-20 17","0.00","0.00",""
"2023-10-20 18","0.00","0.00",""
"2023-10-20 19","0.00","0.00",""
"2023-10-20 20","83.03","82.79",""
"2023-10-20 21","108.40","108.09",""
"2023-10-20 22","109.77","109.45",""
"2023-10-20 23","93.98","93.70",""
"2023-10-20 24","73.21","73.00",""
"2023-10-21 01","70.07","69.92",""
"2023-10-21 02","70.07","69.92",""
"2023-10-21 03","68.21","68.06",""
"2023-10-21 04","68.21","68.06",""
"2023-10-21 05","68.21","68.06",""
"2023-10-21 06","68.21","68.06",""
"2023-10-21 07","68.21","68.06",""
"2023-10-21 08","44.58","44.49",""
"2023-10-21 09","0.00","0.00",""
"2023-10-21 10","0.00","0.00",""
"2023-10-21 11","0.00","0.00",""
"2023-10-21 12","0.00","0.00",""
"2023-10-21 13","0.00","0.00",""
"2023-10-21 14","0.00","0.00",""
"2023-10-21 15","0.00","0.00",""
"2023-10-21 16","0.00","0.00",""
"2023-10-21 17","0.00","0.00",""
"2023-10-21 18","0.00","0.00",""
"2023-10-21 19","0.00","0.00",""
"2023-10-21 20","49.77","50.49",""
"2023-10-21 21","67.87","68.85",""
"2023-10-21 22","67.53","68.51",""
"2023-10-21 23","67.22","68.19",""
"2023-10-21 24","67.58","68.56",""
"2023-10-22 01","66.58","67.29",""
"2023-10-22 02","67.94","68.67",""
"2023-10-22 03","64.33","65.02",""
"2023-10-22 04","67.88","68.61",""
"2023-10-22 05","63.84","64.52",""
"2023-10-22 06","62.89","63.56",""
"2023-10-22 07","62.89","63.56",""
"2023-10-22 08","8.39","8.47",""
"2023-10-22 09","0.00","0.00",""
"2023-10-22 10","0.00","0.00",""
"2023-10-22 11","0.00","0.00",""
"2023-10-22 12","0.00","0.00",""
"2023-10-22 13","0.00","0.00",""
"2023-10-22 14","0.00","0.00",""
"2023-10-22 15","0.00","0.00",""
"2023-10-22 16","0.00","0.00",""
"2023-10-22 17","0.00","0.00",""
"2023-10-22 18","0.00","0.00",""
"2023-10-22 19","31.42","31.39",""
"2023-10-22 20","70.95","70.89",""
"2023-10-22 21","100.83","100.75",""
"2023-10-22 22","109.96","109.88",""
"2023-10-22 23","109.96","109.88",""
"2023-10-22 24","73.43","73.37",""
"2023-10-23 01","71.38","71.80",""
"2023-10-23 02","66.90","67.30",""
"2023-10-23 03","66.90","67.30",""
"2023-10-23 04","66.90","67.30",""
"2023-10-23 05","66.90","67.30",""
"2023-10-23 06","66.90","67.30",""
"2023-10-23 07","72.84","73.28",""
"2023-10-23 08","71.07","71.49",""
"2023-10-23 09","24.90","25.22",""
"2023-10-23 10","0.00","0.00",""
"2023-10-23 11","19.14","19.38",""
"2023-10-23 12","54.79","55.48",""
"2023-10-23 13","0.00","0.00",""
"2023-10-23 14","0.00","0.00",""
"2023-10-23 15","0.00","0.00",""
"2023-10-23 16","0.00","0.00",""
"2023-10-23 17","0.00","0.00",""
"2023-10-23 18","0.00","0.00",""
"2023-10-23 19","0.00","0.00",""
"2023-10-23 20","35.91","37.74",""
"2023-10-23 21","70.13","73.71",""
"2023-10-23 22","67.57","71.02",""
"2023-10-23 23","63.71","66.96",""
"2023-10-23 24","59.54","62.59",""
"2023-10-24 01","56.58","58.79",""
"2023-10-24 02","56.39","58.58",""
"2023-10-24 03","56.39","58.58",""
"2023-10-24 04","56.39","58.58",""
"2023-10-24 05","56.39","58.58",""
"2023-10-24 06","57.24","59.47",""
"2023-10-24 07","64.80","67.32",""
"2023-10-24 08","36.35","37.77",""
"2023-10-24 09","0.00","0.00",""
"2023-10-24 10","0.00","0.00",""
"2023-10-24 11","0.00","0.00",""
"2023-10-24 12","0.00","0.00",""
"2023-10-24 13","0.00","0.00",""
"2023-10-24 14","0.00","0.00",""
"2023-10-24 15","0.00","0.00",""
"2023-10-24 16","0.00","0.00",""
"2023-10-24 17","0.00","0.00",""
"2023-10-24 18","0.00","0.00",""
"2023-10-24 19","0.00","0.00",""
"2023-10-24 20","62.74","65.80",""
"2023-10-24 21","74.44","78.06",""
"2023-10-24 22","75.81","79.50",""
"2023-10-24 23","67.50","70.79",""
"2023-10-24 24","63.06","66.14",""
"2023-10-25 01","63.07","65.07",""
"2023-10-25 02","63.07","65.07",""
"2023-10-25 03","63.07","65.07",""
"2023-10-25 04","63.07","65.07",""
"2023-10-25 05","64.78","66.84",""
"2023-10-25 06","67.34","69.47",""
"2023-10-25 07","72.85","75.16",""
"2023-10-25 08","30.35","31.32",""
"2023-10-25 09","0.00","0.00",""
"2023-10-25 10","0.00","0.00",""
"2023-10-25 11","0.00","0.00",""
"2023-10-25 12","0.00","0.00",""
"2023-10-25 13","0.00","0.00",""
"2023-10-25 14","0.00","0.00",""
"2023-10-25 15","0.00","0.00",""
"2023-10-25 16","0.00","0.00",""
"2023-10-25 17","0.00","0.00",""
"2023-10-25 18","0.00","0.00",""
"2023-10-25 19","0.00","0.00",""
"2023-10-25 20","41.08","41.80",""
"2023-10-25 21","83.60","85.07",""
"2023-10-25 22","101.90","103.69",""
"2023-10-25 23","69.73","70.95",""
"2023-10-25 24","66.32","67.49",""
"2023-10-26 01","66.38","66.75",""
"2023-10-26 02","66.17","66.53",""
"2023-10-26 03","66.17","66.53",""
"2023-10-26 04","66.17","66.53",""
"2023-10-26 05","66.17","66.53",""
"2023-10-26 06","65.67","66.02",""
"2023-10-26 07","72.89","73.28",""
"2023-10-26 08","37.13","37.33",""
"2023-10-26 09","0.00","0.00",""
"2023-10-26 10","0.00","0.00",""
"2023-10-26 11","0.00","0.00",""
"2023-10-26 12","0.00","0.00",""
"2023-10-26 13","0.00","0.00",""
"2023-10-26 14","0.00","0.00",""
"2023-10-26 15","0.00","0.00",""
"2023-10-26 16","0.00","0.00",""
"2023-10-26 17","0.00","0.00",""
"2023-10-26 18","0.00","0.00",""
"2023-10-26 19","10.27","10.29",""
"2023-10-26 20","91.33","91.49",""
"2023-10-26 21","96.82","96.99",""
"2023-10-26 22","89.25","89.41",""
"2023-10-26 23","70.11","70.23",""
"2023-10-26 24","70.11","70.23",""
"2023-10-27 01","100.50","100.69",""
"2023-10-27 02","86.79","86.95",""
"2023-10-27 03","69.01","69.14",""
"2023-10-27 04","69.87","70.00",""
"2023-10-27 05","69.87","70.00",""
"2023-10-27 06","69.87","70.00",""
"2023-10-27 07","69.87","70.00",""
"2023-10-27 08","65.92","66.05",""
"2023-10-27 09","18.94","18.90",""
"2023-10-27 10","0.00","0.00",""
"2023-10-27 11","0.00","0.00",""
"2023-10-27 12","0.00","0.00",""
"2023-10-27 13","0.00","0.00",""
"2023-10-27 14","0.00","0.00",""
"2023-10-27 15","0.00","0.00",""
"2023-10-27 16","0.00","0.00",""
"2023-10-27 17","0.00","0.00",""
"2023-10-27 18","0.00","0.00",""
"2023-10-27 19","0.00","0.00",""
"2023-10-27 20","82.92","82.33",""
"2023-10-27 21","116.65","115.83",""
"2023-10-27 22","99.04","98.35",""
"2023-10-27 23","79.13","78.58",""
"2023-10-27 24","79.13","78.58",""
"2023-10-28 01","75.93","75.90",""
"2023-10-28 02","74.32","74.29",""
"2023-10-28 03","66.24","66.21",""
"2023-10-28 04","66.24","66.21",""
"2023-10-28 05","66.24","66.21",""
"2023-10-28 06","67.76","67.73",""
"2023-10-28 07","80.52","80.49",""
"2023-10-28 08","35.45","35.43",""
"2023-10-28 09","0.00","0.00",""
"2023-10-28 10","0.00","0.00",""
"2023-10-28 11","0.00","0.00",""
"2023-10-28 12","0.00","0.00",""
"2023-10-28 13","0.00","0.00",""
"2023-10-28 14","0.00","0.00",""
"2023-10-28 15","0.00","0.00",""
"2023-10-28 16","0.00","0.00",""
"2023-10-28 17","0.00","0.00",""
"2023-10-28 18","0.00","0.00",""
"2023-10-28 19","0.00","0.00",""
"2023-10-28 20","48.90","48.57",""
"2023-10-28 21","94.60","93.97",""
"2023-10-28 22","103.49","102.80",""
"2023-10-28 23","97.31","96.66",""
"2023-10-28 24","77.57","77.05",""
"2023-10-29 01","75.23","75.26",""
"2023-10-29 02","66.41","66.44",""
"2023-10-29 03","66.10","66.13",""
"2023-10-29 04","64.70","64.73",""
"2023-10-29 05","62.91","62.94",""
"2023-10-29 06","62.08","62.10",""
"2023-10-29 07","62.79","62.81",""
"2023-10-29 08","25.78","25.80",""
"2023-10-29 09","0.00","0.00",""
"2023-10-29 10","0.00","0.00",""
"2023-10-29 11","0.00","0.00",""
"2023-10-29 12","0.00","0.00",""
"2023-10-29 13","0.00","0.00",""
"2023-10-29 14","0.00","0.00",""
"2023-10-29 15","0.00","0.00",""
"2023-10-29 16","0.00","0.00",""
"2023-10-29 17","0.00","0.00",""
"2023-10-29 18","0.00","0.00",""
"2023-10-29 19","0.00","0.00",""
"2023-10-29 20","32.65","33.30",""
"2023-10-29 21","76.56","78.09",""
"2023-10-29 22","82.28","83.92",""
"2023-10-29 23","71.60","73.02",""
"2023-10-29 24","62.46","63.71",""
"2023-10-30 01","52.64","54.06",""
"2023-10-30 02","53.10","54.54",""
"2023-10-30 03","58.78","60.37",""
