"item","Pan de Azúcar","BA S/E DON GOYO 220KV BP2","addValue"
"2023-01-29 17","0.00","0.00",""
"2023-01-29 18","0.00","0.00",""
"2023-01-29 19","0.00","0.00",""
"2023-01-29 20","124.06","121.72",""
"2023-01-29 21","304.59","298.83",""
"2023-01-29 22","305.08","299.31",""
"2023-01-29 23","255.35","250.52",""
"2023-01-29 24","205.76","201.86",""
"2023-01-30 01","194.36","192.58",""
"2023-01-30 02","192.61","190.85",""
"2023-01-30 03","185.63","183.93",""
"2023-01-30 04","185.63","183.93",""
"2023-01-30 05","205.68","203.79",""
"2023-01-30 06","268.00","265.54",""
"2023-01-30 07","312.17","309.31",""
"2023-01-30 08","315.87","312.98",""
"2023-01-30 09","144.19","143.65",""
"2023-01-30 10","58.13","57.91",""
"2023-01-30 11","0.00","0.00",""
"2023-01-30 12","0.00","0.00",""
"2023-01-30 13","0.00","0.00",""
"2023-01-30 14","0.00","0.00",""
"2023-01-30 15","0.00","0.00",""
"2023-01-30 16","0.00","0.00",""
"2023-01-30 17","0.00","0.00",""
"2023-01-30 18","0.00","0.00",""
"2023-01-30 19","0.00","0.00",""
"2023-01-30 20","81.54","80.39",""
"2023-01-30 21","227.83","224.61",""
"2023-01-30 22","246.95","243.46",""
"2023-01-30 23","191.60","188.90",""
"2023-01-30 24","186.57","183.94",""
"2023-01-31 01","194.37","193.91",""
"2023-01-31 02","179.05","178.63",""
"2023-01-31 03","189.60","189.15",""
"2023-01-31 04","190.97","190.51",""
"2023-01-31 05","173.94","173.53",""
"2023-01-31 06","173.94","173.53",""
"2023-01-31 07","190.97","190.51",""
"2023-01-31 08","164.63","164.24",""
"2023-01-31 09","118.73","118.42",""
"2023-01-31 10","51.11","50.98",""
"2023-01-31 11","145.97","145.59",""
"2023-01-31 12","28.61","28.54",""
"2023-01-31 13","0.00","0.00",""
"2023-01-31 14","0.00","0.00",""
"2023-01-31 15","0.00","0.00",""
"2023-01-31 16","25.29","25.23",""
"2023-01-31 17","116.72","116.42",""
"2023-01-31 18","89.55","89.31",""
"2023-01-31 19","0.00","0.00",""
"2023-01-31 20","95.26","94.65",""
"2023-01-31 21","276.43","274.66",""
"2023-01-31 22","248.69","247.10",""
"2023-01-31 23","206.78","205.47",""
"2023-01-31 24","237.21","235.70",""
"2023-02-01 01","245.19","244.27",""
"2023-02-01 02","194.10","193.37",""
"2023-02-01 03","169.67","169.03",""
"2023-02-01 04","153.83","153.25",""
"2023-02-01 05","141.73","141.20",""
"2023-02-01 06","137.86","137.35",""
"2023-02-01 07","142.64","142.11",""
"2023-02-01 08","134.35","133.85",""
"2023-02-01 09","94.66","93.79",""
"2023-02-01 10","0.00","0.00",""
"2023-02-01 11","0.00","0.00",""
"2023-02-01 12","0.00","0.00",""
"2023-02-01 13","0.00","0.00",""
"2023-02-01 14","0.00","0.00",""
"2023-02-01 15","0.00","0.00",""
"2023-02-01 16","0.00","0.00",""
"2023-02-01 17","0.00","0.00",""
"2023-02-01 18","0.00","0.00",""
"2023-02-01 19","0.00","0.00",""
"2023-02-01 20","36.45","35.71",""
"2023-02-01 21","154.31","151.18",""
"2023-02-01 22","131.80","129.14",""
"2023-02-01 23","144.77","141.84",""
"2023-02-01 24","153.86","150.74",""
"2023-02-02 01","151.28","150.01",""
"2023-02-02 02","136.13","134.98",""
"2023-02-02 03","135.91","134.76",""
"2023-02-02 04","138.13","136.96",""
"2023-02-02 05","138.13","136.96",""
"2023-02-02 06","138.13","136.96",""
"2023-02-02 07","154.44","153.14",""
"2023-02-02 08","143.52","142.31",""
"2023-02-02 09","74.42","74.25",""
"2023-02-02 10","0.00","0.00",""
"2023-02-02 11","0.00","0.00",""
"2023-02-02 12","0.00","0.00",""
"2023-02-02 13","0.00","0.00",""
"2023-02-02 14","0.00","0.00",""
"2023-02-02 15","0.00","0.00",""
"2023-02-02 16","0.00","0.00",""
"2023-02-02 17","0.00","0.00",""
"2023-02-02 18","0.00","0.00",""
"2023-02-02 19","0.00","0.00",""
"2023-02-02 20","126.49","126.02",""
"2023-02-02 21","185.72","185.04",""
"2023-02-02 22","187.13","186.44",""
"2023-02-02 23","188.53","187.83",""
"2023-02-02 24","188.53","187.83",""
"2023-02-03 01","269.62","269.04",""
"2023-02-03 02","238.47","237.95",""
"2023-02-03 03","192.97","192.55",""
"2023-02-03 04","192.97","192.55",""
"2023-02-03 05","192.97","192.55",""
"2023-02-03 06","192.97","192.55",""
"2023-02-03 07","240.51","239.98",""
"2023-02-03 08","190.38","189.96",""
"2023-02-03 09","105.10","104.40",""
"2023-02-03 10","0.00","0.00",""
"2023-02-03 11","0.00","0.00",""
"2023-02-03 12","0.00","0.00",""
"2023-02-03 13","0.00","0.00",""
"2023-02-03 14","0.00","0.00",""
"2023-02-03 15","0.00","0.00",""
"2023-02-03 16","0.00","0.00",""
"2023-02-03 17","0.00","0.00",""
"2023-02-03 18","0.00","0.00",""
"2023-02-03 19","0.00","0.00",""
"2023-02-03 20","168.97","168.43",""
"2023-02-03 21","264.15","263.30",""
"2023-02-03 22","264.15","263.30",""
"2023-02-03 23","264.15","263.30",""
"2023-02-03 24","264.15","263.30",""
"2023-02-04 01","192.21","191.31",""
"2023-02-04 02","177.92","177.09",""
"2023-02-04 03","163.63","162.86",""
"2023-02-04 04","163.63","162.86",""
"2023-02-04 05","142.41","141.75",""
"2023-02-04 06","137.35","136.71",""
"2023-02-04 07","147.22","146.53",""
"2023-02-04 08","147.08","146.39",""
"2023-02-04 09","67.02","66.43",""
"2023-02-04 10","0.00","0.00",""
"2023-02-04 11","0.00","0.00",""
"2023-02-04 12","0.00","0.00",""
"2023-02-04 13","0.00","0.00",""
"2023-02-04 14","0.00","0.00",""
"2023-02-04 15","0.00","0.00",""
"2023-02-04 16","0.00","0.00",""
"2023-02-04 17","0.00","0.00",""
"2023-02-04 18","0.00","0.00",""
"2023-02-04 19","77.40","77.23",""
"2023-02-04 20","195.27","194.84",""
"2023-02-04 21","263.96","263.39",""
"2023-02-04 22","324.33","323.63",""
"2023-02-04 23","324.33","323.63",""
"2023-02-04 24","324.33","323.63",""
"2023-02-05 01","273.66","273.45",""
"2023-02-05 02","230.62","230.44",""
"2023-02-05 03","189.18","189.03",""
"2023-02-05 04","189.18","189.03",""
"2023-02-05 05","172.04","171.91",""
"2023-02-05 06","169.02","168.89",""
"2023-02-05 07","169.02","168.89",""
"2023-02-05 08","148.29","148.17",""
"2023-02-05 09","71.94","71.72",""
"2023-02-05 10","0.00","0.00",""
"2023-02-05 11","0.00","0.00",""
"2023-02-05 12","0.00","0.00",""
"2023-02-05 13","0.00","0.00",""
"2023-02-05 14","0.00","0.00",""
"2023-02-05 15","0.00","0.00",""
"2023-02-05 16","0.00","0.00",""
"2023-02-05 17","0.00","0.00",""
"2023-02-05 18","0.00","0.00",""
"2023-02-05 19","0.00","0.00",""
"2023-02-05 20","107.83","106.31",""
"2023-02-05 21","181.46","178.90",""
"2023-02-05 22","192.57","189.85",""
"2023-02-05 23","181.46","178.90",""
"2023-02-05 24","181.46","178.90",""
"2023-02-06 01","177.72","176.56",""
"2023-02-06 02","168.12","167.02",""
"2023-02-06 03","168.12","167.02",""
"2023-02-06 04","162.63","161.57",""
"2023-02-06 05","165.46","164.38",""
"2023-02-06 06","168.11","167.01",""
"2023-02-06 07","168.11","167.01",""
"2023-02-06 08","168.11","167.01",""
"2023-02-06 09","116.50","115.97",""
"2023-02-06 10","79.39","79.04",""
"2023-02-06 11","129.08","128.49",""
"2023-02-06 12","93.59","93.17",""
"2023-02-06 13","40.79","40.61",""
"2023-02-06 14","0.00","0.00",""
"2023-02-06 15","0.00","0.00",""
"2023-02-06 16","0.00","0.00",""
"2023-02-06 17","0.00","0.00",""
"2023-02-06 18","0.00","0.00",""
"2023-02-06 19","0.00","0.00",""
"2023-02-06 20","155.83","154.25",""
"2023-02-06 21","276.77","273.96",""
"2023-02-06 22","276.77","273.96",""
"2023-02-06 23","269.16","266.43",""
"2023-02-06 24","203.92","201.86",""
"2023-02-07 01","211.72","209.71",""
"2023-02-07 02","211.72","209.71",""
"2023-02-07 03","182.57","180.84",""
"2023-02-07 04","191.32","189.50",""
"2023-02-07 05","194.65","192.80",""
"2023-02-07 06","205.17","203.22",""
"2023-02-07 07","211.71","209.70",""
"2023-02-07 08","139.28","137.96",""
"2023-02-07 09","93.61","93.48",""
"2023-02-07 10","105.90","105.76",""
"2023-02-07 11","125.13","124.96",""
"2023-02-07 12","83.61","83.49",""
"2023-02-07 13","73.48","73.38",""
"2023-02-07 14","46.54","46.47",""
"2023-02-07 15","0.00","0.00",""
"2023-02-07 16","0.00","0.00",""
"2023-02-07 17","0.00","0.00",""
"2023-02-07 18","0.00","0.00",""
"2023-02-07 19","29.58","29.43",""
"2023-02-07 20","185.19","184.25",""
"2023-02-07 21","249.35","248.10",""
"2023-02-07 22","307.54","305.98",""
"2023-02-07 23","316.42","314.82",""
"2023-02-07 24","316.42","314.82",""
"2023-02-08 01","315.58","313.33",""
"2023-02-08 02","318.66","316.39",""
"2023-02-08 03","304.22","302.04",""
"2023-02-08 04","301.13","298.98",""
"2023-02-08 05","301.13","298.98",""
"2023-02-08 06","301.13","298.98",""
"2023-02-08 07","301.13","298.98",""
"2023-02-08 08","284.81","282.77",""
"2023-02-08 09","182.26","181.93",""
"2023-02-08 10","136.69","136.44",""
"2023-02-08 11","230.69","230.27",""
"2023-02-08 12","227.77","227.35",""
"2023-02-08 13","142.99","142.73",""
"2023-02-08 14","156.09","155.81",""
"2023-02-08 15","221.99","221.58",""
"2023-02-08 16","230.69","230.27",""
"2023-02-08 17","230.69","230.27",""
"2023-02-08 18","230.69","230.27",""
"2023-02-08 19","234.19","233.33",""
"2023-02-08 20","251.04","250.11",""
"2023-02-08 21","302.03","300.91",""
"2023-02-08 22","302.03","300.91",""
"2023-02-08 23","299.42","298.31",""
"2023-02-08 24","195.63","194.92",""
"2023-02-09 01","156.11","155.89",""
"2023-02-09 02","152.42","152.20",""
"2023-02-09 03","149.96","149.74",""
"2023-02-09 04","108.60","108.44",""
"2023-02-09 05","96.01","95.87",""
"2023-02-09 06","148.07","147.86",""
"2023-02-09 07","168.16","167.93",""
"2023-02-09 08","152.13","151.92",""
"2023-02-09 09","118.17","117.76",""
"2023-02-09 10","59.22","59.02",""
"2023-02-09 11","73.23","72.98",""
"2023-02-09 12","73.23","72.98",""
"2023-02-09 13","75.96","75.69",""
"2023-02-09 14","127.15","126.71",""
"2023-02-09 15","165.39","164.82",""
"2023-02-09 16","165.39","164.82",""
"2023-02-09 17","135.71","135.24",""
"2023-02-09 18","98.12","97.78",""
"2023-02-09 19","119.83","118.82",""
"2023-02-09 20","247.78","245.70",""
"2023-02-09 21","322.60","319.90",""
"2023-02-09 22","308.71","306.12",""
"2023-02-09 23","291.78","289.33",""
"2023-02-09 24","291.78","289.33",""
"2023-02-10 01","295.86","295.35",""
"2023-02-10 02","274.64","274.16",""
"2023-02-10 03","168.52","168.23",""
"2023-02-10 04","168.52","168.23",""
"2023-02-10 05","168.52","168.23",""
"2023-02-10 06","168.52","168.23",""
"2023-02-10 07","175.08","174.77",""
"2023-02-10 08","171.57","171.28",""
"2023-02-10 09","97.46","97.14",""
"2023-02-10 10","95.81","95.49",""
"2023-02-10 11","77.61","77.35",""
"2023-02-10 12","77.61","77.35",""
"2023-02-10 13","77.61","77.35",""
"2023-02-10 14","121.87","121.45",""
"2023-02-10 15","158.54","158.00",""
"2023-02-10 16","97.48","97.16",""
"2023-02-10 17","67.51","67.28",""
"2023-02-10 18","63.88","63.67",""
"2023-02-10 19","16.84","16.61",""
"2023-02-10 20","145.63","143.68",""
"2023-02-10 21","290.34","286.45",""
"2023-02-10 22","290.34","286.45",""
"2023-02-10 23","290.34","286.45",""
"2023-02-10 24","275.66","271.97",""
"2023-02-11 01","209.59","208.61",""
"2023-02-11 02","130.12","129.52",""
"2023-02-11 03","136.53","135.90",""
"2023-02-11 04","140.21","139.56",""
"2023-02-11 05","141.71","141.06",""
"2023-02-11 06","149.22","148.53",""
"2023-02-11 07","133.78","133.16",""
"2023-02-11 08","118.33","117.78",""
"2023-02-11 09","59.18","58.85",""
"2023-02-11 10","4.48","4.45",""
"2023-02-11 11","68.04","67.67",""
"2023-02-11 12","73.96","73.54",""
"2023-02-11 13","140.19","139.41",""
"2023-02-11 14","140.19","139.41",""
"2023-02-11 15","139.39","138.62",""
"2023-02-11 16","126.41","125.70",""
"2023-02-11 17","60.36","60.02",""
"2023-02-11 18","53.70","53.40",""
"2023-02-11 19","55.96","54.66",""
"2023-02-11 20","106.28","103.82",""
"2023-02-11 21","173.58","169.55",""
"2023-02-11 22","169.47","165.53",""
"2023-02-11 23","151.11","147.60",""
"2023-02-11 24","151.11","147.60",""
"2023-02-12 01","141.42","139.88",""
"2023-02-12 02","141.42","139.88",""
"2023-02-12 03","141.42","139.88",""
"2023-02-12 04","141.42","139.88",""
"2023-02-12 05","141.42","139.88",""
"2023-02-12 06","141.42","139.88",""
"2023-02-12 07","126.07","124.69",""
"2023-02-12 08","71.84","71.06",""
"2023-02-12 09","46.40","46.12",""
"2023-02-12 10","0.00","0.00",""
"2023-02-12 11","60.17","59.81",""
"2023-02-12 12","72.73","72.30",""
"2023-02-12 13","72.73","72.30",""
"2023-02-12 14","72.73","72.30",""
"2023-02-12 15","72.73","72.30",""
"2023-02-12 16","38.79","38.56",""
"2023-02-12 17","0.00","0.00",""
"2023-02-12 18","0.00","0.00",""
"2023-02-12 19","0.00","0.00",""
"2023-02-12 20","9.38","9.09",""
"2023-02-12 21","80.36","77.90",""
"2023-02-12 22","136.71","132.52",""
"2023-02-12 23","139.46","135.18",""
"2023-02-12 24","91.40","88.60",""
"2023-02-13 01","130.80","127.37",""
"2023-02-13 02","154.14","150.11",""
"2023-02-13 03","148.06","144.18",""
"2023-02-13 04","136.83","133.25",""
"2023-02-13 05","135.58","132.03",""
"2023-02-13 06","135.58","132.03",""
"2023-02-13 07","152.71","148.72",""
"2023-02-13 08","145.17","141.37",""
"2023-02-13 09","90.50","88.73",""
"2023-02-13 10","63.25","62.02",""
"2023-02-13 11","66.66","65.36",""
"2023-02-13 12","76.89","75.39",""
"2023-02-13 13","76.89","75.39",""
"2023-02-13 14","76.89","75.39",""
"2023-02-13 15","100.04","98.10",""
"2023-02-13 16","126.93","124.46",""
"2023-02-13 17","0.00","0.00",""
"2023-02-13 18","0.00","0.00",""
"2023-02-13 19","0.00","0.00",""
"2023-02-13 20","17.07","16.52",""
"2023-02-13 21","149.73","144.89",""
"2023-02-13 22","143.51","138.87",""
"2023-02-13 23","102.56","99.24",""
"2023-02-13 24","77.13","74.64",""
"2023-02-14 01","76.95","75.12",""
"2023-02-14 02","79.68","77.79",""
"2023-02-14 03","76.95","75.12",""
"2023-02-14 04","126.79","123.78",""
"2023-02-14 05","147.59","144.08",""
"2023-02-14 06","103.15","100.70",""
"2023-02-14 07","137.04","133.78",""
"2023-02-14 08","147.59","144.08",""
"2023-02-14 09","115.85","114.33",""
"2023-02-14 10","63.80","62.97",""
"2023-02-14 11","70.97","70.04",""
"2023-02-14 12","76.35","75.35",""
"2023-02-14 13","77.48","76.47",""
"2023-02-14 14","77.48","76.47",""
"2023-02-14 15","103.56","102.21",""
"2023-02-14 16","99.92","98.61",""
"2023-02-14 17","0.00","0.00",""
"2023-02-14 18","0.00","0.00",""
"2023-02-14 19","0.00","0.00",""
"2023-02-14 20","57.97","56.30",""
"2023-02-14 21","145.17","140.97",""
"2023-02-14 22","146.36","142.13",""
"2023-02-14 23","141.07","137.00",""
"2023-02-14 24","148.23","143.96",""
"2023-02-15 01","148.08","145.81",""
"2023-02-15 02","141.45","139.28",""
"2023-02-15 03","147.35","145.09",""
"2023-02-15 04","146.35","144.11",""
"2023-02-15 05","138.96","136.82",""
"2023-02-15 06","145.08","142.86",""
"2023-02-15 07","142.51","140.32",""
"2023-02-15 08","135.87","133.79",""
"2023-02-15 09","83.15","83.03",""
"2023-02-15 10","0.00","0.00",""
"2023-02-15 11","0.00","0.00",""
"2023-02-15 12","0.00","0.00",""
"2023-02-15 13","0.00","0.00",""
"2023-02-15 14","0.00","0.00",""
"2023-02-15 15","0.00","0.00",""
"2023-02-15 16","0.00","0.00",""
"2023-02-15 17","0.00","0.00",""
"2023-02-15 18","0.00","0.00",""
"2023-02-15 19","0.00","0.00",""
"2023-02-15 20","128.43","127.88",""
"2023-02-15 21","166.06","165.35",""
"2023-02-15 22","152.16","151.51",""
"2023-02-15 23","151.20","150.56",""
"2023-02-15 24","149.95","149.31",""
"2023-02-16 01","141.46","140.75",""
"2023-02-16 02","138.69","137.99",""
"2023-02-16 03","133.97","133.29",""
"2023-02-16 04","140.44","139.72",""
"2023-02-16 05","141.15","140.43",""
"2023-02-16 06","141.15","140.43",""
"2023-02-16 07","141.15","140.43",""
"2023-02-16 08","141.15","140.43",""
"2023-02-16 09","110.83","110.53",""
"2023-02-16 10","61.68","61.52",""
"2023-02-16 11","17.01","16.96",""
"2023-02-16 12","0.00","0.00",""
"2023-02-16 13","0.00","0.00",""
"2023-02-16 14","0.00","0.00",""
"2023-02-16 15","0.00","0.00",""
"2023-02-16 16","0.00","0.00",""
"2023-02-16 17","0.00","0.00",""
"2023-02-16 18","0.00","0.00",""
"2023-02-16 19","9.41","9.35",""
"2023-02-16 20","132.88","132.06",""
"2023-02-16 21","201.04","199.80",""
"2023-02-16 22","175.95","174.87",""
"2023-02-16 23","141.94","141.07",""
"2023-02-16 24","142.60","141.72",""
"2023-02-17 01","141.28","140.97",""
"2023-02-17 02","141.28","140.97",""
"2023-02-17 03","155.30","154.97",""
"2023-02-17 04","160.72","160.38",""
"2023-02-17 05","160.72","160.38",""
"2023-02-17 06","160.72","160.38",""
"2023-02-17 07","160.72","160.38",""
"2023-02-17 08","160.72","160.38",""
"2023-02-17 09","122.02","121.77",""
"2023-02-17 10","8.30","8.29",""
"2023-02-17 11","0.00","0.00",""
"2023-02-17 12","0.00","0.00",""
"2023-02-17 13","0.00","0.00",""
"2023-02-17 14","0.00","0.00",""
"2023-02-17 15","0.00","0.00",""
"2023-02-17 16","0.00","0.00",""
"2023-02-17 17","27.99","27.93",""
"2023-02-17 18","73.58","73.43",""
"2023-02-17 19","67.84","67.66",""
"2023-02-17 20","117.37","117.07",""
"2023-02-17 21","155.47","155.07",""
"2023-02-17 22","155.47","155.07",""
"2023-02-17 23","155.47","155.07",""
"2023-02-17 24","155.47","155.07",""
"2023-02-18 01","172.79","172.56",""
"2023-02-18 02","172.79","172.56",""
"2023-02-18 03","172.79","172.56",""
"2023-02-18 04","172.79","172.56",""
"2023-02-18 05","172.79","172.56",""
"2023-02-18 06","172.79","172.56",""
"2023-02-18 07","172.79","172.56",""
"2023-02-18 08","164.14","163.92",""
"2023-02-18 09","94.79","94.41",""
"2023-02-18 10","0.00","0.00",""
"2023-02-18 11","0.00","0.00",""
"2023-02-18 12","0.00","0.00",""
"2023-02-18 13","0.00","0.00",""
"2023-02-18 14","0.00","0.00",""
"2023-02-18 15","0.00","0.00",""
"2023-02-18 16","0.00","0.00",""
"2023-02-18 17","68.49","68.22",""
"2023-02-18 18","71.00","70.71",""
"2023-02-18 19","129.59","129.32",""
"2023-02-18 20","178.52","178.14",""
"2023-02-18 21","178.52","178.14",""
"2023-02-18 22","181.51","181.12",""
"2023-02-18 23","182.30","181.91",""
"2023-02-18 24","178.52","178.14",""
"2023-02-19 01","169.28","169.15",""
"2023-02-19 02","169.28","169.15",""
"2023-02-19 03","169.28","169.15",""
"2023-02-19 04","169.28","169.15",""
"2023-02-19 05","169.28","169.15",""
"2023-02-19 06","169.28","169.15",""
"2023-02-19 07","158.11","157.99",""
"2023-02-19 08","135.76","135.65",""
"2023-02-19 09","29.04","28.86",""
"2023-02-19 10","0.00","0.00",""
"2023-02-19 11","0.00","0.00",""
"2023-02-19 12","0.00","0.00",""
"2023-02-19 13","0.00","0.00",""
"2023-02-19 14","0.00","0.00",""
"2023-02-19 15","0.00","0.00",""
"2023-02-19 16","0.00","0.00",""
"2023-02-19 17","0.00","0.00",""
"2023-02-19 18","0.00","0.00",""
"2023-02-19 19","0.00","0.00",""
"2023-02-19 20","116.73","114.94",""
"2023-02-19 21","169.08","166.49",""
"2023-02-19 22","182.51","179.71",""
"2023-02-19 23","169.66","167.06",""
"2023-02-19 24","163.11","160.61",""
"2023-02-20 01","165.80","164.82",""
"2023-02-20 02","165.80","164.82",""
"2023-02-20 03","165.80","164.82",""
"2023-02-20 04","165.80","164.82",""
"2023-02-20 05","165.80","164.82",""
"2023-02-20 06","165.80","164.82",""
"2023-02-20 07","165.80","164.82",""
"2023-02-20 08","163.13","162.17",""
"2023-02-20 09","81.46","80.82",""
"2023-02-20 10","1.19","1.18",""
"2023-02-20 11","5.93","5.88",""
"2023-02-20 12","73.23","72.65",""
"2023-02-20 13","87.22","86.54",""
"2023-02-20 14","0.00","0.00",""
"2023-02-20 15","0.00","0.00",""
"2023-02-20 16","0.00","0.00",""
"2023-02-20 17","0.00","0.00",""
"2023-02-20 18","0.00","0.00",""
"2023-02-20 19","0.00","0.00",""
"2023-02-20 20","170.30","168.27",""
"2023-02-20 21","319.21","315.41",""
"2023-02-20 22","295.88","292.36",""
"2023-02-20 23","271.77","268.53",""
"2023-02-20 24","181.37","179.20",""
"2023-02-21 01","169.46","169.06",""
"2023-02-21 02","169.46","169.06",""
"2023-02-21 03","169.46","169.06",""
"2023-02-21 04","169.46","169.06",""
"2023-02-21 05","169.46","169.06",""
"2023-02-21 06","169.46","169.06",""
"2023-02-21 07","169.46","169.06",""
"2023-02-21 08","164.79","164.40",""
"2023-02-21 09","108.13","108.04",""
"2023-02-21 10","0.00","0.00",""
"2023-02-21 11","0.00","0.00",""
"2023-02-21 12","3.58","3.58",""
"2023-02-21 13","71.57","71.52",""
"2023-02-21 14","17.89","17.88",""
"2023-02-21 15","0.00","0.00",""
"2023-02-21 16","0.00","0.00",""
"2023-02-21 17","0.00","0.00",""
"2023-02-21 18","0.00","0.00",""
"2023-02-21 19","24.06","24.01",""
"2023-02-21 20","207.35","206.94",""
"2023-02-21 21","282.87","282.32",""
"2023-02-21 22","228.33","227.88",""
"2023-02-21 23","176.02","175.67",""
"2023-02-21 24","195.21","194.83",""
"2023-02-22 01","178.58","178.48",""
"2023-02-22 02","178.58","178.48",""
"2023-02-22 03","178.58","178.48",""
"2023-02-22 04","173.87","173.78",""
"2023-02-22 05","171.52","171.43",""
"2023-02-22 06","173.52","173.43",""
"2023-02-22 07","178.58","178.48",""
"2023-02-22 08","169.62","169.52",""
"2023-02-22 09","94.70","94.64",""
"2023-02-22 10","75.17","75.13",""
"2023-02-22 11","60.65","60.61",""
"2023-02-22 12","56.63","56.60",""
"2023-02-22 13","18.88","18.87",""
"2023-02-22 14","0.00","0.00",""
"2023-02-22 15","0.00","0.00",""
"2023-02-22 16","0.00","0.00",""
"2023-02-22 17","0.00","0.00",""
"2023-02-22 18","0.00","0.00",""
"2023-02-22 19","20.29","20.25",""
"2023-02-22 20","177.38","177.05",""
"2023-02-22 21","177.75","177.42",""
