Hora;G solar;CMg;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,099252654;36,54;;
;0,399986363;15,98;;
;0,752321937;9,29;;
;7,818472354;8,69;;
;7,665895051;8,69;;
;7,58413553;8,68;;
;7,693293825;8,67;;
;7,738222865;9,22;;
;7,466413488;9,22;;
;6,20290842;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,108598696;36,54;;
;0,467442237;15,98;;
;0,763952931;9,29;;
;1,582271551;8,69;;
;2,497849251;8,69;;
;7,583742824;8,68;;
;7,687389391;8,67;;
;7,742965821;9,22;;
;7,469289128;9,22;;
;6,224587388;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,065918269;36,54;;
;0,369164567;15,98;;
;0,497206792;9,29;;
;0,736779989;8,69;;
;1,154194573;8,69;;
;3,15948018;8,68;;
;7,65883227;8,67;;
;7,739564444;9,22;;
;7,492381493;9,22;;
;6,188724098;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,262172099;36,54;;
;7,298427917;15,98;;
;7,684579914;9,29;;
;7,669907195;8,69;;
;7,541058237;8,69;;
;7,54054113;8,68;;
;7,646194954;8,67;;
;7,699311505;9,22;;
;7,445502644;9,22;;
;6,195664734;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;5,168564424;36,54;;
;7,303999152;15,98;;
;7,756123234;9,29;;
;7,728487178;8,69;;
;7,606320845;8,69;;
;3,392599756;8,68;;
;7,743675819;8,67;;
;1,931924137;9,22;;
;0,846604061;9,22;;
;6,210040269;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,038443165;36,54;;
;0,177888254;15,98;;
;0,268101377;9,29;;
;0,377798227;8,69;;
;0,654746481;8,69;;
;0,456237439;8,68;;
;0,899679281;8,67;;
;0,802921599;9,22;;
;0,562618817;9,22;;
;6,080720738;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,048920197;36,54;;
;0,295261459;15,98;;
;0,455309013;9,29;;
;1,771542256;8,69;;
;2,203512589;8,69;;
;7,580583142;8,68;;
;7,64181;8,67;;
;7,717996637;9,22;;
;7,440264325;9,22;;
;6,104183274;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,056197712;36,54;;
;0,291293649;15,98;;
;0,561130021;9,29;;
;0,843737953;8,69;;
;2,136668004;8,69;;
;2,21052022;8,68;;
;1,892415392;8,67;;
;1,423376168;9,22;;
;0,762432196;9,22;;
;0,224134761;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;4,72617555;36,54;;
;7,069130372;15,98;;
;7,679325661;9,29;;
;7,638382113;8,69;;
;7,440487181;8,69;;
;7,400923371;8,68;;
;7,529435605;8,67;;
;7,606647938;9,22;;
;7,321104435;9,22;;
;5,971311567;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;4,7673581;36,54;;
;7,06039758;15,98;;
;7,447721504;9,29;;
;7,412458208;8,69;;
;7,324123217;8,69;;
;7,41490101;8,68;;
;7,476204523;8,67;;
;7,566150399;9,22;;
;7,31849122;9,22;;
;6,023552361;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,103366356;36,54;;
;0,606633956;15,98;;
;1,283561076;9,29;;
;7,577388137;8,69;;
;7,448492222;8,69;;
;7,418761975;8,68;;
;7,546319428;8,67;;
;7,660525266;9,22;;
;7,400648185;9,22;;
;6,040604511;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,057773837;36,54;;
;0,441639358;15,98;;
;1,320130133;9,29;;
;2,505425121;8,69;;
;3,365739636;8,69;;
;3,482380774;8,68;;
;2,980093916;8,67;;
;1,586887892;9,22;;
;0,848468669;9,22;;
;6,122676459;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;0,094486755;36,54;;
;7,216273645;15,98;;
;7,703520038;9,29;;
;7,612878773;8,69;;
;7,497701585;8,69;;
;7,524567514;8,68;;
;7,620844866;8,67;;
;7,679739984;9,22;;
;7,395538596;9,22;;
;6,029434416;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;135,33;;
;-0,015;129,14;;
;-0,015;125,08;;
;-0,015;115,97;;
;-0,015;113,49;;
;-0,015;113,49;;
;-0,015;122,60;;
;-0,015;32,19;;
;4,902534092;36,54;;
;7,275946235;15,98;;
;7,682321909;9,29;;
;7,645708306;8,69;;
;7,577044701;8,69;;
;7,582466139;8,68;;
;7,722274491;8,67;;
;7,761278778;9,22;;
;7,48375869;9,22;;
;6,122875188;46,05;;
;-0,015;142,94;;
;-0,015;149,74;;
;-0,015;151,46;;
;-0,015;151,47;;
;-0,015;148,10;;
;-0,015;139,78;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;4,889731608;37,80;;
;7,336549677;5,27;;
;7,696090963;4,22;;
;7,560942299;4,24;;
;7,560427589;4,24;;
;7,519888719;32,51;;
;7,617181558;32,46;;
;7,704457165;32,38;;
;7,447778769;32,36;;
;6,101640339;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;4,658409561;37,80;;
;7,068456473;5,27;;
;7,4694966;4,22;;
;7,439118443;4,24;;
;7,351207195;4,24;;
;7,376808905;32,51;;
;7,467678624;32,46;;
;7,516417259;32,38;;
;7,249121975;32,36;;
;5,90054424;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;4,561393812;37,80;;
;7,141332347;5,27;;
;7,671825642;4,22;;
;2,369531685;4,24;;
;3,2169205;4,24;;
;7,580641973;32,51;;
;7,678425648;32,46;;
;7,754019087;32,38;;
;7,474318297;32,36;;
;6,127442442;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,104392377;37,80;;
;7,289198916;5,27;;
;7,812901499;4,22;;
;7,794708304;4,24;;
;7,610679077;4,24;;
;3,014021936;32,51;;
;2,905045434;32,46;;
;7,824185969;32,38;;
;0,999524306;32,36;;
;6,250998594;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,040498789;37,80;;
;7,419056339;5,27;;
;1,305248829;4,22;;
;7,875906314;4,24;;
;7,697810625;4,24;;
;7,643175749;32,51;;
;7,756760046;32,46;;
;7,858382237;32,38;;
;7,588017195;32,36;;
;6,21144935;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,004823666;37,80;;
;0,368136741;5,27;;
;0,636370562;4,22;;
;1,380254809;4,24;;
;7,695292592;4,24;;
;7,641332828;32,51;;
;7,711855358;32,46;;
;7,762325951;32,38;;
;7,481329919;32,36;;
;6,136706189;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,016898032;37,80;;
;0,609226908;5,27;;
;7,677352966;4,22;;
;7,641370718;4,24;;
;7,494142527;4,24;;
;7,451770777;32,51;;
;7,563185667;32,46;;
;7,63520551;32,38;;
;7,363105633;32,36;;
;5,972035399;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,015;37,80;;
;0,304460848;5,27;;
;0,501101107;4,22;;
;7,538713354;4,24;;
;7,413079086;4,24;;
;7,377077083;32,51;;
;7,543378908;32,46;;
;7,630393768;32,38;;
;7,394522686;32,36;;
;6,034333219;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,033264692;37,80;;
;7,136587586;5,27;;
;7,566205577;4,22;;
;7,518398273;4,24;;
;7,346803529;4,24;;
;7,35544094;32,51;;
;7,487487019;32,46;;
;7,56573671;32,38;;
;7,304749677;32,36;;
;5,982478969;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,03100993;37,80;;
;6,972174172;5,27;;
;7,437750636;4,22;;
;7,476771887;4,24;;
;7,457019954;4,24;;
;7,402280898;32,51;;
;7,478493057;32,46;;
;7,542624026;32,38;;
;7,276265657;32,36;;
;5,921707412;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,028202498;37,80;;
;7,01298356;5,27;;
;7,482454353;4,22;;
;7,481509498;4,24;;
;7,373479938;4,24;;
;7,329980285;32,51;;
;7,433618983;32,46;;
;7,512167424;32,38;;
;7,274814596;32,36;;
;5,992088901;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,026984798;37,80;;
;7,086181338;5,27;;
;7,568716502;4,22;;
;7,57618853;4,24;;
;7,429601579;4,24;;
;7,368248924;32,51;;
;7,463884189;32,46;;
;7,537485981;32,38;;
;7,269105662;32,36;;
;5,951872936;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,026513915;37,80;;
;7,010214441;5,27;;
;7,551619947;4,22;;
;7,593286593;4,24;;
;7,438296608;4,24;;
;7,385375387;32,51;;
;7,497862141;32,46;;
;7,592052466;32,38;;
;7,318242911;32,36;;
;6,011297443;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,024109031;37,80;;
;7,254559897;5,27;;
;7,724756678;4,22;;
;7,625924489;4,24;;
;7,390110164;4,24;;
;7,383082072;32,51;;
;7,584573895;32,46;;
;7,662885139;32,38;;
;7,428552432;32,36;;
;6,142588582;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,022553804;37,80;;
;7,428568493;5,27;;
;7,858426713;4,22;;
;7,624752676;4,24;;
;7,467503755;4,24;;
;7,547088257;32,51;;
;7,64117574;32,46;;
;7,739631087;32,38;;
;7,52781217;32,36;;
;6,252363454;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,023291229;37,80;;
;0,324769554;5,27;;
;0,720451967;4,22;;
;1,117836978;4,24;;
;7,600441159;4,24;;
;7,55664012;32,51;;
;7,696596479;32,46;;
;7,774226321;32,38;;
;7,529346414;32,36;;
;6,171502916;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,021125615;37,80;;
;0,23697333;5,27;;
;0,523669511;4,22;;
;7,515335341;4,24;;
;7,4395673;4,24;;
;7,383799248;32,51;;
;7,512799555;32,46;;
;7,66167205;32,38;;
;7,408943091;32,36;;
;6,069688793;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,018326178;37,80;;
;7,37887244;5,27;;
;7,762749976;4,22;;
;7,616662506;4,24;;
;7,339923726;4,24;;
;7,258636301;32,51;;
;7,457613405;32,46;;
;7,626415227;32,38;;
;7,433347689;32,36;;
;6,184535067;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,018200381;37,80;;
;7,199981313;5,27;;
;7,800175952;4,22;;
;2,292668894;4,24;;
;3,063396918;4,24;;
;7,454788924;32,51;;
;7,581742505;32,46;;
;7,705434269;32,38;;
;7,475180687;32,36;;
;6,156918415;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,016531879;37,80;;
;0,577446269;5,27;;
;7,72425927;4,22;;
;7,600763443;4,24;;
;7,427025436;4,24;;
;7,394436456;32,51;;
;7,488029141;32,46;;
;7,597034339;32,38;;
;7,382514483;32,36;;
;6,100050987;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,012400138;37,80;;
;0,345368818;5,27;;
;0,815397427;4,22;;
;1,477807887;4,24;;
;2,885572635;4,24;;
;7,191998313;32,51;;
;7,367772118;32,46;;
;7,464612744;32,38;;
;7,14473206;32,36;;
;5,888548136;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,014979176;37,80;;
;0,284348007;5,27;;
;0,651868528;4,22;;
;1,025689347;4,24;;
;7,294015903;4,24;;
;7,240177297;32,51;;
;7,341198225;32,46;;
;1,881224413;32,38;;
;0,998086317;32,36;;
;0,288791777;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,015;37,80;;
;0,196597612;5,27;;
;0,322560058;4,22;;
;7,491465334;4,24;;
;7,237933196;4,24;;
;7,08727042;32,51;;
;7,219230438;32,46;;
;7,466362879;32,38;;
;7,279159854;32,36;;
;5,982125944;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,012274034;37,80;;
;6,926468167;5,27;;
;7,490037851;4,22;;
;7,385454904;4,24;;
;7,272818888;4,24;;
;7,290259499;32,51;;
;7,425039514;32,46;;
;7,523827918;32,38;;
;7,277423327;32,36;;
;5,948261309;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,013320615;37,80;;
;6,964936225;5,27;;
;7,565131682;4,22;;
;7,452642742;4,24;;
;7,37583386;4,24;;
;7,410686513;32,51;;
;7,508703367;32,46;;
;7,582058528;32,38;;
;7,357510158;32,36;;
;6,10255489;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,013868223;37,80;;
;7,12875757;5,27;;
;7,708972188;4,22;;
;7,68739434;4,24;;
;7,52953485;4,24;;
;7,429718775;32,51;;
;7,494546514;32,46;;
;7,609154957;32,38;;
;7,444062624;32,36;;
;6,225508495;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,015;37,80;;
;0,27803138;5,27;;
;0,489717871;4,22;;
;7,805763671;4,24;;
;7,604682167;4,24;;
;7,501381405;32,51;;
;7,544608918;32,46;;
;7,599045361;32,38;;
;7,423798463;32,36;;
;6,158272121;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,015;37,80;;
;0,152020355;5,27;;
;0,399757669;4,22;;
;1,101543857;4,24;;
;1,857638688;4,24;;
;2,64330225;32,51;;
;2,58725574;32,46;;
;1,363541273;32,38;;
;0,627807929;32,36;;
;6,119169139;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;-0,015;37,80;;
;0,278892078;5,27;;
;0,994888506;4,22;;
;7,588025994;4,24;;
;7,425741559;4,24;;
;7,374788887;32,51;;
;7,52076263;32,46;;
;7,650617586;32,38;;
;7,462506765;32,36;;
;6,228787459;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;104,38;;
;-0,015;98,07;;
;-0,015;92,33;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;90,95;;
;-0,015;98,37;;
;-0,015;113,51;;
;0,010825948;37,80;;
;7,096013083;5,27;;
;7,636500879;4,22;;
;7,587969533;4,24;;
;7,446788819;4,24;;
;7,426649722;32,51;;
;7,525791376;32,46;;
;7,629094084;32,38;;
;7,457962862;32,36;;
;6,245776605;39,66;;
;-0,015;149,52;;
;-0,015;150,99;;
;-0,015;150,99;;
;-0,015;150,84;;
;-0,015;122,97;;
;-0,015;119,41;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,010425275;54,25;;
;0,454726857;3,03;;
;1,139454775;1,61;;
;7,571492051;9,56;;
;7,391185244;1,61;;
;7,403691319;1,61;;
;7,561110527;1,60;;
;7,645904553;1,60;;
;7,423521303;10,91;;
;6,170896562;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,284842721;3,03;;
;0,497317134;1,61;;
;1,24294204;9,56;;
;2,628516298;1,61;;
;7,310823086;1,61;;
;7,425579789;1,60;;
;7,5103466;1,60;;
;7,326584323;10,91;;
;6,105304225;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,009262684;54,25;;
;7,066600326;3,03;;
;7,599749027;1,61;;
;7,47684393;9,56;;
;7,37575251;1,61;;
;7,410532725;1,61;;
;7,497393388;1,60;;
;7,606784381;1,60;;
;7,410763957;10,91;;
;6,233672641;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
