Hora;G solar;CMg;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,188670283;1,18;;
;8,001215026;7,22;;
;8,371937927;6,41;;
;8,201010285;6,41;;
;8,397912982;6,41;;
;8,379309554;6,51;;
;8,390658875;6,51;;
;8,481151076;6,51;;
;8,266943464;6,51;;
;7,400702601;26,38;;
;3,96380789;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,154636179;1,18;;
;0,621787048;7,22;;
;0,471581279;6,41;;
;0,953513121;6,41;;
;1,003479496;6,41;;
;1,798593434;6,51;;
;4,23083542;6,51;;
;8,511956416;6,51;;
;8,248817659;6,51;;
;7,449620054;26,38;;
;4,105657229;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,43480694;1,18;;
;8,091432492;7,22;;
;8,439078906;6,41;;
;8,358197921;6,41;;
;3,283953985;6,41;;
;8,378741964;6,51;;
;2,954991376;6,51;;
;8,390377457;6,51;;
;8,221400666;6,51;;
;7,359512324;26,38;;
;4,137782559;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,400326842;1,18;;
;7,923332672;7,22;;
;8,349934066;6,41;;
;8,410364458;6,41;;
;8,361592093;6,41;;
;8,2954721;6,51;;
;8,31841313;6,51;;
;8,402957564;6,51;;
;8,18047263;6,51;;
;7,396532029;26,38;;
;4,235804194;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,296633694;1,18;;
;0,798975942;7,22;;
;1,801940366;6,41;;
;8,546891011;6,41;;
;8,431542366;6,41;;
;8,458323293;6,51;;
;8,503487923;6,51;;
;8,559516158;6,51;;
;1,841949466;6,51;;
;0,834890828;26,38;;
;4,31404259;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,150106744;1,18;;
;0,399450374;7,22;;
;0,707859098;6,41;;
;2,224429751;6,41;;
;2,996660334;6,41;;
;8,394001224;6,51;;
;8,486250652;6,51;;
;8,534150418;6,51;;
;8,368484883;6,51;;
;7,526444603;26,38;;
;4,310779278;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,733346071;1,18;;
;8,299494863;7,22;;
;8,563024563;6,41;;
;8,740894759;6,41;;
;8,687745042;6,41;;
;8,62736997;6,51;;
;8,585773041;6,51;;
;8,533612159;6,51;;
;8,336921784;6,51;;
;7,525613503;26,38;;
;4,452023053;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,870466316;1,18;;
;8,285249313;7,22;;
;8,509910804;6,41;;
;2,405826233;6,41;;
;4,801086122;6,41;;
;8,407669666;6,51;;
;8,384955243;6,51;;
;8,398631286;6,51;;
;1,607846229;6,51;;
;0,743078186;26,38;;
;0,076807678;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,332215184;1,18;;
;8,130934793;7,22;;
;8,582848328;6,41;;
;8,590803493;6,41;;
;8,516623056;6,41;;
;8,492437844;6,51;;
;8,516879882;6,51;;
;8,481340329;6,51;;
;8,299845307;6,51;;
;7,506744703;26,38;;
;4,593476556;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,301195928;1,18;;
;0,969194348;7,22;;
;1,246561112;6,41;;
;8,759372123;6,41;;
;8,741147651;6,41;;
;8,706391366;6,51;;
;8,733467151;6,51;;
;8,748104292;6,51;;
;8,535141877;6,51;;
;7,675853919;26,38;;
;4,701892716;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,213927655;1,18;;
;0,669860978;7,22;;
;0,971214718;6,41;;
;8,56356058;6,41;;
;8,484132673;6,41;;
;8,652939388;6,51;;
;8,66980237;6,51;;
;8,759609249;6,51;;
;8,490529296;6,51;;
;7,635593534;26,38;;
;4,627589415;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,185804133;1,18;;
;0,589011312;7,22;;
;0,657343536;6,41;;
;1,786722254;6,41;;
;3,383178273;6,41;;
;8,676285505;6,51;;
;8,727273754;6,51;;
;8,750336337;6,51;;
;8,526002517;6,51;;
;7,695663878;26,38;;
;4,727877275;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,291325349;9,23;;
;0,666672262;1,91;;
;1,520307945;2,40;;
;8,668255871;2,40;;
;8,41053662;1,20;;
;8,652243209;1,20;;
;8,714246778;1,20;;
;8,710296087;2,40;;
;8,490082498;1,20;;
;7,63893429;7,50;;
;4,722881879;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;6,933376511;9,23;;
;8,326998818;1,91;;
;8,778331791;2,40;;
;8,824247905;2,40;;
;8,756494889;1,20;;
;8,634476084;1,20;;
;8,732902128;1,20;;
;8,767176728;2,40;;
;8,530004241;1,20;;
;7,735402953;7,50;;
;4,815037322;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,253191278;9,23;;
;0,802250506;1,91;;
;1,654278026;2,40;;
;8,751803403;2,40;;
;8,67162325;1,20;;
;8,694905939;1,20;;
;8,735737114;1,20;;
;8,767843407;2,40;;
;8,526481495;1,20;;
;7,704235818;7,50;;
;4,840334375;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,195597847;9,23;;
;0,410638603;1,91;;
;0,525277533;2,40;;
;2,205692051;2,40;;
;4,136659324;1,20;;
;8,708284459;1,20;;
;8,731592953;1,20;;
;8,721151499;2,40;;
;8,471443915;1,20;;
;7,675556819;7,50;;
;4,846268647;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,290342675;9,23;;
;0,864276976;1,91;;
;1,564212614;2,40;;
;3,305891344;2,40;;
;2,898760535;1,20;;
;3,033410296;1,20;;
;4,180411192;1,20;;
;8,761072353;2,40;;
;8,61771308;1,20;;
;7,815565451;7,50;;
;4,952563104;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;6,883474114;9,23;;
;0,665755102;1,91;;
;0,521583795;2,40;;
;1,893927751;2,40;;
;2,722811564;1,20;;
;3,348550013;1,20;;
;4,030823496;1,20;;
;8,801779563;2,40;;
;8,516662779;1,20;;
;7,696742596;7,50;;
;4,908428599;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;7,05610468;9,23;;
;8,328686653;1,91;;
;8,611700913;2,40;;
;8,630662245;2,40;;
;8,65680519;1,20;;
;8,779530933;1,20;;
;8,829945699;1,20;;
;8,854357884;2,40;;
;8,589073297;1,20;;
;7,716003932;7,50;;
;4,89071558;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;7,269433615;9,23;;
;8,395562769;1,91;;
;8,636559276;2,40;;
;8,821443448;2,40;;
;8,904145948;1,20;;
;8,899228461;1,20;;
;8,905321429;1,20;;
;8,810537526;2,40;;
;8,582091937;1,20;;
;7,773796501;7,50;;
;4,996977393;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,541636536;9,23;;
;8,347321161;1,91;;
;8,712828743;2,40;;
;8,811872562;2,40;;
;8,877997476;1,20;;
;8,887792755;1,20;;
;8,872297482;1,20;;
;3,473928766;2,40;;
;8,561922903;1,20;;
;7,713438675;7,50;;
;5,054291112;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;-0,015;9,23;;
;0,366857503;9,23;;
;0,909345464;1,91;;
;1,947974886;2,40;;
;8,664231797;2,40;;
;8,702971305;1,20;;
;8,790536255;1,20;;
;8,838627262;1,20;;
;8,76575277;2,40;;
;8,511727271;1,20;;
;7,674362768;7,50;;
;5,055543923;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;2,554586469;9,23;;
;7,345714616;9,23;;
;8,440528966;1,91;;
;8,656335971;2,40;;
;8,743005928;2,40;;
;8,793539314;1,20;;
;8,833223535;1,20;;
;8,808092186;1,20;;
;8,788525304;2,40;;
;8,596421727;1,20;;
;7,788260662;7,50;;
;5,150361231;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;3,069162821;9,23;;
;7,688624209;9,23;;
;8,750332304;1,91;;
;8,85722481;2,40;;
;9,005338658;2,40;;
;9,042754213;1,20;;
;9,023745317;1,20;;
;9,039333504;1,20;;
;9,014134553;2,40;;
;8,734249291;1,20;;
;7,924273465;7,50;;
;5,356721934;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;3,349186868;9,23;;
;7,759128055;9,23;;
;8,761716244;1,91;;
;8,885885025;2,40;;
;8,908523428;2,40;;
;8,998204708;1,20;;
;8,953490951;1,20;;
;8,988771845;1,20;;
;8,924815506;2,40;;
;8,651022816;1,20;;
;7,859827136;7,50;;
;5,456083427;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,003023176;9,23;;
;0,686393003;9,23;;
;1,683461215;1,91;;
;3,348627006;2,40;;
;3,560152137;2,40;;
;2,394360548;1,20;;
;3,09296187;1,20;;
;4,807075135;1,20;;
;1,532221711;2,40;;
;2,081552121;1,20;;
;0,971238521;7,50;;
;5,512614441;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,005565237;9,23;;
;0,714088735;9,23;;
;1,630343352;1,91;;
;2,148790723;2,40;;
;3,721604754;2,40;;
;9,062885301;1,20;;
;5,595518984;1,20;;
;5,269839894;1,20;;
;9,122299669;2,40;;
;8,858565529;1,20;;
;8,006999345;7,50;;
;5,526623146;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,006939742;9,23;;
;0,229957718;9,23;;
;0,35476231;1,91;;
;1,875765226;2,40;;
;1,64630391;2,40;;
;2,925602126;1,20;;
;9,12334608;1,20;;
;9,268808174;1,20;;
;3,197242922;2,40;;
;1,822979123;1,20;;
;0,930175973;7,50;;
;5,5382616;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;3,763924033;9,23;;
;7,602810987;9,23;;
;8,592725437;1,91;;
;8,937614324;2,40;;
;9,025401594;2,40;;
;9,041591184;1,20;;
;9,151304476;1,20;;
;9,117515608;1,20;;
;3,783236853;2,40;;
;8,799171875;1,20;;
;7,978204477;7,50;;
;5,448493231;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,046866223;9,23;;
;0,687262655;9,23;;
;8,760781444;1,91;;
;8,986231716;2,40;;
;3,556036701;2,40;;
;4,989506508;1,20;;
;4,800031419;1,20;;
;5,190389311;1,20;;
;3,818235172;2,40;;
;8,796245189;1,20;;
;0,722793522;7,50;;
;5,520933714;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,04887905;9,23;;
;0,697046865;9,23;;
;1,341416141;1,91;;
;8,930144017;2,40;;
;9,015077842;2,40;;
;9,078376611;1,20;;
;9,0254317;1,20;;
;9,055773278;1,20;;
;3,763660382;2,40;;
;8,729714667;1,20;;
;0,53072197;7,50;;
;5,474773719;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;4,136043283;9,23;;
;0,553735409;9,23;;
;1,154181403;1,91;;
;3,005121226;2,40;;
;9,149855347;2,40;;
;9,13591282;1,20;;
;9,222176774;1,20;;
;9,214101029;1,20;;
;9,223703488;2,40;;
;8,920634358;1,20;;
;8,043499052;7,50;;
;5,572444585;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,049467269;9,23;;
;0,594019385;9,23;;
;8,667142718;1,91;;
;8,989630047;2,40;;
;9,078688672;2,40;;
;9,161168288;1,20;;
;9,197580257;1,20;;
;9,201111366;1,20;;
;9,116097741;2,40;;
;8,788816875;1,20;;
;7,97963911;7,50;;
;5,521155019;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;4,371430396;9,23;;
;7,610805325;9,23;;
;8,576058279;1,91;;
;8,776694918;2,40;;
;9,066125515;2,40;;
;9,117575721;1,20;;
;9,127686248;1,20;;
;9,193137362;1,20;;
;9,16219782;2,40;;
;8,883367726;1,20;;
;8,016697354;7,50;;
;5,592481095;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;4,505824122;9,23;;
;7,649205966;9,23;;
;8,656161792;1,91;;
;9,02498768;2,40;;
;9,073601096;2,40;;
;9,244579206;1,20;;
;9,231010108;1,20;;
;9,241220105;1,20;;
;9,230503718;2,40;;
;8,905278984;1,20;;
;8,040533461;7,50;;
;5,627724973;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;4,572788314;9,23;;
;7,715939081;9,23;;
;8,596391678;1,91;;
;8,940933617;2,40;;
;9,221857056;2,40;;
;9,318871692;1,20;;
;9,396820152;1,20;;
;9,319739412;1,20;;
;9,213602494;2,40;;
;8,850413849;1,20;;
;8,084961145;7,50;;
;5,637057872;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;5,239855881;9,23;;
;8,131234303;9,23;;
;8,841376695;1,91;;
;9,221020358;2,40;;
;9,272299108;2,40;;
;9,276325029;1,20;;
;6,038813285;1,20;;
;4,263944792;1,20;;
;3,313035616;2,40;;
;0,518505604;1,20;;
;1,364312583;7,50;;
;5,77326217;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;5,01094378;9,23;;
;7,85836093;9,23;;
;8,826053951;1,91;;
;9,258575827;2,40;;
;9,312859863;2,40;;
;9,280788414;1,20;;
;9,271450875;1,20;;
;9,264544759;1,20;;
;9,237321532;2,40;;
;8,907008108;1,20;;
;8,057534832;7,50;;
;5,745790549;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;5,198402263;9,23;;
;7,950841816;9,23;;
;8,708672314;1,91;;
;8,998084481;2,40;;
;9,198325945;2,40;;
;9,176771181;1,20;;
;9,120334138;1,20;;
;9,122739191;1,20;;
;9,010418253;2,40;;
;8,692946105;1,20;;
;7,862402208;7,50;;
;5,637282703;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;5,031998725;9,23;;
;7,740766971;9,23;;
;8,60693132;1,91;;
;8,924590295;2,40;;
;9,009846165;2,40;;
;8,897040737;1,20;;
;8,891646063;1,20;;
;8,902390032;1,20;;
;8,753199878;2,40;;
;8,514714578;1,20;;
;7,675960298;7,50;;
;5,533544196;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,086456854;9,23;;
;0,579900719;9,23;;
;1,675163883;1,91;;
;8,999878005;2,40;;
;9,085367702;2,40;;
;9,126598351;1,20;;
;9,179202829;1,20;;
;9,166484262;1,20;;
;9,064108429;2,40;;
;8,666172792;1,20;;
;7,870187199;7,50;;
;5,649815585;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;77,04;;
;-0,015;75,10;;
;-0,015;70,14;;
;-0,015;69,08;;
;-0,015;69,06;;
;-0,015;69,06;;
;-0,015;10,32;;
;0,054731746;9,23;;
;0,396743019;9,23;;
;0,541036654;1,91;;
;0,846873648;2,40;;
;1,106370771;2,40;;
;9,097345008;1,20;;
;9,060083975;1,20;;
;9,139066367;1,20;;
;9,126772163;2,40;;
;8,781177381;1,20;;
;7,897549507;7,50;;
;5,657053969;1,20;;
;-0,015;80,52;;
;-0,015;84,35;;
;-0,015;84,28;;
;-0,015;80,23;;
;-0,015;79,94;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,028528885;1,47;;
;0,265663426;1,08;;
;8,54695513;0,50;;
;8,911568057;0,60;;
;8,953215836;0,60;;
;9,166470062;0,60;;
;9,198464406;0,10;;
;9,187909577;0,10;;
;9,1755925;0,70;;
;8,873786998;0,70;;
;7,952916378;0,70;;
;5,679633739;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,357956273;1,47;;
;7,837350587;1,08;;
;2,20582676;0,50;;
;3,558432912;0,60;;
;4,732508169;0,60;;
;3,940722027;0,60;;
;4,009623942;0,10;;
;3,503020889;0,10;;
;3,203414349;0,70;;
;2,023674521;0,70;;
;0,955357819;0,70;;
;0,20949133;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;0,098087961;1,47;;
;0,550011072;1,08;;
;8,755514232;0,50;;
;8,951309107;0,60;;
;8,931695577;0,60;;
;6,328249339;0,60;;
;6,376840475;0,10;;
;5,684310898;0,10;;
;3,810934489;0,70;;
;2,387145036;0,70;;
;1,124994252;0,70;;
;0,247666252;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,632671086;1,47;;
;8,054368325;1,08;;
;8,910795309;0,50;;
;9,167185531;0,60;;
;9,249817892;0,60;;
;9,275200793;0,60;;
;9,268700694;0,10;;
;9,306354646;0,10;;
;9,195116176;0,70;;
;8,916784435;0,70;;
;8,094782921;0,70;;
;5,864894175;0,70;;
;-0,015;86,91;;
;-0,015;97,34;;
;-0,015;97,29;;
;-0,015;97,29;;
;-0,015;85,96;;
;-0,015;78,70;;
;-0,015;77,09;;
;-0,015;76,90;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;76,95;;
;-0,015;4,71;;
;5,841518686;1,47;;
;8,102512155;1,08;;
;8,725190887;0,50;;
;9,104311506;0,60;;
;9,240684793;0,60;;
;9,279504326;0,60;;
